"station_id","year","value"
"GOLD01",159,43.829
"GOLD01",160,45.6263
"GOLD01",161,37.3844
"GOLD01",162,85.3772
"GOLD01",163,60.9037
"GOLD01",164,36.079
"GOLD01",165,33.5166
"GOLD01",166,64.8323
"GOLD01",167,66.1528
"GOLD01",168,59.2158
"GOLD01",169,48.3001
"GOLD01",170,41.0241
"GOLD01",171,42.9383
"GOLD01",172,64.4615
"GOLD01",173,37.937
"GOLD01",174,32.3326
"GOLD01",175,48.6842
"GOLD01",176,26.0841
"GOLD01",177,70.379
"GOLD01",178,21.6396
"GOLD01",179,30.2414
"GOLD01",180,55.5167
"GOLD01",181,52.6266
"GOLD01",182,20.1111
"GOLD01",183,28.0574
"GOLD01",184,25.8143
"GOLD01",185,36.2509
"GOLD01",186,67.5115
"GOLD01",187,51.0581
"GOLD01",188,50.0458
"GOLD01",189,60.5456
"GOLD01",190,43.985
"GOLD01",191,24.5001
"GOLD01",192,25.8963
"GOLD01",193,48.8701
"GOLD01",194,106.6664
"GOLD01",195,43.5868
"GOLD01",196,26.911
"GOLD01",197,31.8226
"GOLD01",198,27.1931
"GOLD01",199,103.5373
"GOLD01",200,46.2826
"GOLD02",1,34.7009
"GOLD02",2,39.4305
"GOLD02",3,21.9224
"GOLD02",4,33.1275
"GOLD02",5,55.088
"GOLD02",6,26.8755
"GOLD02",7,49.9537
"GOLD02",8,25.7515
"GOLD02",9,20.8963
"GOLD02",10,31.4568
"GOLD02",11,35.21
"GOLD02",12,24.3303
"GOLD02",13,50.2786
"GOLD02",14,38.002
"GOLD02",15,38.3833
"GOLD02",16,45.3265
"GOLD02",17,52.7899
"GOLD02",18,24.0254
"GOLD02",19,33.1422
"GOLD02",20,50.6565
"GOLD02",21,31.6658
"GOLD02",22,51.5327
"GOLD02",23,29.7106
"GOLD02",24,39.554
"GOLD02",25,20.4379
"GOLD02",26,23.5624
"GOLD02",27,41.0397
"GOLD02",28,45.4574
"GOLD02",29,43.0994
"GOLD02",30,40.3002
"GOLD02",31,44.1238
"GOLD02",32,29.5592
"GOLD02",33,30.3495
"GOLD02",34,36.5181
"GOLD02",35,33.2337
"GOLD02",36,34.922
"GOLD02",37,35.7939
"GOLD02",38,70.885
"GOLD02",39,29.9224
"GOLD02",40,33.9292
"GOLD02",41,57.5749
"GOLD02",42,38.6469
"GOLD02",43,40.5857
"GOLD02",44,30.9401
"GOLD02",45,56.1124
"GOLD02",46,32.4815
"GOLD02",47,43.8945
"GOLD02",48,41.7807
"GOLD02",49,34.995
"GOLD02",50,35.0197
"GOLD02",51,73.312
"GOLD02",52,32.5394
"GOLD02",53,20.4844
"GOLD02",54,28.0265
"GOLD02",55,30.126
"GOLD02",56,34.6017
"GOLD02",57,54.244
"GOLD02",58,46.8362
"GOLD02",59,43.9781
"GOLD02",60,26.139
"GOLD02",61,23.9444
"GOLD02",62,72.8698
"GOLD02",63,46.4865
"GOLD02",64,37.5214
"GOLD02",65,57.4034
"GOLD02",66,40.3623
"GOLD02",67,44.8228
"GOLD02",68,61.3231
"GOLD02",69,53.2907
"GOLD02",70,38.2513
"GOLD02",71,42.0592
"GOLD02",72,50.1917
"GOLD02",73,67.6406
"GOLD02",74,23.0407
"GOLD02",75,47.722
"GOLD02",76,44.4004
"GOLD02",77,41.9019
"GOLD02",78,100.711
"GOLD02",79,42.4034
"GOLD02",80,43.1989
"GOLD02",81,46.3748
"GOLD02",82,40.5674
"GOLD02",83,40.2272
"GOLD02",84,22.356
"GOLD02",85,49.6717
"GOLD02",86,28.675
"GOLD02",87,28.2752
"GOLD02",88,37.2176
"GOLD02",89,30.5094
"GOLD02",90,33.3012
"GOLD02",91,45.8825
"GOLD02",92,56.3145
"GOLD02",93,30.8365
"GOLD02",94,50.0242
"GOLD02",95,40.0987
"GOLD02",96,38.7559
"GOLD02",97,49.5179
"GOLD02",98,64.0169
"GOLD02",99,41.8761
"GOLD02",100,42.7986
"GOLD02",101,35.8713
"GOLD02",102,35.807
"GOLD02",103,79.3864
"GOLD02",104,32.3393
"GOLD02",105,36.5303
"GOLD02",106,45.3797
"GOLD02",107,51.2599
"GOLD02",108,32.3104
"GOLD02",109,44.1141
"GOLD02",110,49.5027
"GOLD02",111,55.2565
"GOLD02",112,41.7497
"GOLD02",113,28.91
"GOLD02",114,60.4256
"GOLD02",115,22.1484
"GOLD02",116,49.7134
"GOLD02",117,54.7196
"GOLD02",118,50.6791
"GOLD02",119,28.2646
"GOLD02",120,32.9171
"GOLD02",121,29.2408
"GOLD02",122,32.8851
"GOLD02",123,34.354
"GOLD02",124,37.9708
"GOLD02",125,26.8363
"GOLD02",126,24.7629
"GOLD02",127,37.0372
"GOLD02",128,31.1358
"GOLD02",129,30.1692
"GOLD02",130,40.9527
"GOLD02",131,27.9701
"GOLD02",132,54.7795
"GOLD02",133,30.3631
"GOLD02",134,50.3165
"GOLD02",135,24.9042
"GOLD02",136,39.122
"GOLD02",137,45.8648
"GOLD02",138,22.8013
"GOLD02",139,21.5761
"GOLD02",140,47.0405
"GOLD02",141,48.6567
"GOLD02",142,39.0184
"GOLD02",143,34.5639
"GOLD02",144,36.8901
"GOLD02",145,26.7076
"GOLD02",146,53.4167
"GOLD02",147,31.2141
"GOLD02",148,29.1114
"GOLD02",149,30.7595
"GOLD02",150,34.5917
"GOLD02",151,53.7693
"GOLD02",152,83.1444
"GOLD02",153,32.2995
"GOLD02",154,31.2997
"GOLD02",155,41.9227
"GOLD02",156,41.9569
"GOLD02",157,23.7423
"GOLD02",158,47.2936
"GOLD02",159,32.4245
"GOLD02",160,22.9205
"GOLD02",161,39.9578
"GOLD02",162,20.5542
"GOLD02",163,56.8437
"GOLD02",164,38.6617
"GOLD02",165,26.2147
"GOLD02",166,50.9973
"GOLD02",167,51.1234
"GOLD02",168,19.7391
"GOLD02",169,44.3435
"GOLD02",170,36.0412
"GOLD02",171,60.1648
"GOLD02",172,34.7292
"GOLD02",173,18.0762
"GOLD02",174,73.7174
"GOLD02",175,75.1984
"GOLD02",176,47.4965
"GOLD02",177,34.8972
"GOLD02",178,35.3785
"GOLD02",179,52.0991
"GOLD02",180,37.957
"GOLD02",181,44.9086
"GOLD02",182,66.1592
"GOLD02",183,30.8922
"GOLD02",184,38.7669
"GOLD02",185,25.5009
"GOLD02",186,38.7814
"GOLD02",187,63.5417
"GOLD02",188,29.7941
"GOLD02",189,55.3447
"GOLD02",190,39.9189
"GOLD02",191,34.8253
"GOLD02",192,41.2526
"GOLD02",193,34.2363
"GOLD02",194,51.4327
"GOLD02",195,31.9104
"GOLD02",196,32.6757
"GOLD02",197,35.3753
"GOLD02",198,48.9935
"GOLD02",199,42.5907
"GOLD02",200,31.021
"GOLD03",1,33.2675
"GOLD03",2,47.8874
"GOLD03",3,50.1747
"GOLD03",4,42.019
"GOLD03",5,27.1346
"GOLD03",6,31.2358
"GOLD03",7,31.8882
"GOLD03",8,32.4872
"GOLD03",9,39.8108
"GOLD03",10,35.6579
"GOLD03",11,43.7741
"GOLD03",12,28.1293
"GOLD03",13,57.2127
"GOLD03",14,37.4355
"GOLD03",15,61.1338
"GOLD03",16,50.4211
"GOLD03",17,52.8388
"GOLD03",18,117.0831
"GOLD03",19,41.7212
"GOLD03",20,37.7033
"GOLD03",21,33.7853
"GOLD03",22,46.4873
"GOLD03",23,49.1042
"GOLD03",24,50.0882
"GOLD03",25,57.7325
"GOLD03",26,30.261
"GOLD03",27,49.613
"GOLD03",28,54.9093
"GOLD03",29,67.0279
"GOLD03",30,45.093
"GOLD03",31,56.4875
"GOLD03",32,25.38
"GOLD03",33,43.4315
"GOLD03",34,35.6146
"GOLD03",35,48.5695
"GOLD03",36,48.1281
"GOLD03",37,34.9387
"GOLD03",38,34.0135
"GOLD03",39,44.9626
"GOLD03",40,33.5569
"GOLD03",41,45.4562
"GOLD03",42,30.4036
"GOLD03",43,31.3685
"GOLD03",44,27.3904
"GOLD03",45,50.779
"GOLD03",46,49.3342
"GOLD03",47,29.8557
"GOLD03",48,60.8629
"GOLD03",49,41.9226
"GOLD03",50,37.0024
"GOLD03",51,32.8773
"GOLD03",52,33.0007
"GOLD03",53,41.1544
"GOLD03",54,66.3625
"GOLD03",55,52.404
"GOLD03",56,36.7764
"GOLD03",57,34.4932
"GOLD03",58,39.2559
"GOLD03",59,44.1033
"GOLD03",60,45.5164
"GOLD03",61,53.4134
"GOLD03",62,27.2256
"GOLD03",63,63.5104
"GOLD03",64,31.5733
"GOLD03",65,35.9235
"GOLD03",66,31.8443
"GOLD03",67,33.4751
"GOLD03",68,31.2185
"GOLD03",69,39.9296
"GOLD03",70,47.0341
"GOLD03",71,39.9442
"GOLD03",72,21.1745
"GOLD03",73,42.9458
"GOLD03",74,42.1963
"GOLD03",75,49.496
"GOLD03",76,58.0627
"GOLD03",77,37.0133
"GOLD03",78,38.9156
"GOLD03",79,59.9925
"GOLD03",80,35.1067
"GOLD03",81,31.6988
"GOLD03",82,29.0029
"GOLD03",83,25.8793
"GOLD03",84,45.3647
"GOLD03",85,34.5691
"GOLD03",86,24.8355
"GOLD03",87,24.9861
"GOLD03",88,40.8618
"GOLD03",89,45.3665
"GOLD03",90,29.7217
"GOLD03",91,31.9253
"GOLD03",92,69.4552
"GOLD03",93,39.3516
"GOLD03",94,48.211
"GOLD03",95,30.6305
"GOLD03",96,43.593
"GOLD03",97,43.0743
"GOLD03",98,40.0392
"GOLD03",99,31.205
"GOLD03",100,31.4646
"GOLD03",101,37.7393
"GOLD03",102,54.3117
"GOLD03",103,30.9992
"GOLD03",104,50.1429
"GOLD03",105,39.4153
"GOLD03",106,33.8767
"GOLD03",107,50.3462
"GOLD03",108,31.1091
"GOLD03",109,33.9475
"GOLD03",110,36.4567
"GOLD03",111,46.0896
"GOLD03",112,44.2298
"GOLD03",113,47.2337
"GOLD03",114,28.8244
"GOLD03",115,24.0124
"GOLD03",116,41.1255
"GOLD03",117,27.0396
"GOLD03",118,20.9695
"GOLD03",119,50.2714
"GOLD03",120,31.9547
"GOLD03",121,45.2841
"GOLD03",122,30.644
"GOLD03",123,80.7986
"GOLD03",124,45.2219
"GOLD03",125,50.5424
"GOLD03",126,46.1424
"GOLD03",127,20.1091
"GOLD03",128,38.8528
"GOLD03",129,47.6898
"GOLD03",130,33.7511
"GOLD03",131,53.2086
"GOLD03",132,59.2568
"GOLD03",133,56.2021
"GOLD03",134,37.304
"GOLD03",135,37.819
"GOLD03",136,39.2114
"GOLD03",137,28.8166
"GOLD03",138,59.1485
"GOLD03",139,29.9935
"GOLD03",140,43.3948
"GOLD03",141,23.5982
"GOLD03",142,34.9198
"GOLD03",143,42.2298
"GOLD03",144,71.7461
"GOLD03",145,30.4285
"GOLD03",146,29.3212
"GOLD03",147,57.2849
"GOLD03",148,37.6569
"GOLD03",149,30.7919
"GOLD03",150,62.1479
"GOLD03",151,79.5809
"GOLD03",152,73.5883
"GOLD03",153,40.2686
"GOLD03",154,88.9419
"GOLD03",155,34.281
"GOLD03",156,35.0635
"GOLD03",157,36.3339
"GOLD03",158,32.4127
"GOLD03",159,24.9142
"GOLD03",160,25.5744
"GOLD03",161,36.6992
"GOLD03",162,93.3127
"GOLD03",163,26.9939
"GOLD03",164,30.5957
"GOLD03",165,30.5932
"GOLD03",166,43.9352
"GOLD03",167,39.0222
"GOLD03",168,47.5063
"GOLD03",169,33.3599
"GOLD03",170,55.2962
"GOLD03",171,38.9236
"GOLD03",172,45.3887
"GOLD03",173,69.4459
"GOLD03",174,20.7754
"GOLD03",175,39.3983
"GOLD03",176,53.5257
"GOLD03",177,33.7022
"GOLD03",178,45.3965
"GOLD03",179,42.7478
"GOLD03",180,44.085
"GOLD03",181,72.8949
"GOLD03",182,30.9871
"GOLD03",183,33.7484
"GOLD03",184,54.6083
"GOLD03",185,28.1762
"GOLD03",186,64.7907
"GOLD03",187,25.9009
"GOLD03",188,45.5431
"GOLD03",189,77.3594
"GOLD03",190,43.4726
"GOLD03",191,36.3404
"GOLD03",192,52.0928
"GOLD03",193,31.7737
"GOLD03",194,44.3018
"GOLD03",195,41.4636
"GOLD03",196,43.7368
"GOLD03",197,22.0637
"GOLD03",198,24.7996
"GOLD03",199,85.3745
"GOLD03",200,68.213
"GOLD04",1,30.5947
"GOLD04",2,46.8736
"GOLD04",3,34.5561
"GOLD04",4,46.2436
"GOLD04",5,25.8323
"GOLD04",6,87.6088
"GOLD04",7,28.1477
"GOLD04",8,35.9879
"GOLD04",9,57.2834
"GOLD04",10,55.1948
"GOLD04",11,45.9484
"GOLD04",12,47.4149
"GOLD04",13,60.6364
"GOLD04",14,38.4588
"GOLD04",15,47.2899
"GOLD04",16,37.8964
"GOLD04",17,64.1692
"GOLD04",18,27.8513
"GOLD04",19,24.8999
"GOLD04",20,47.6233
"GOLD04",21,58.8098
"GOLD04",22,19.1997
"GOLD04",23,50.3215
"GOLD04",24,51.7683
"GOLD04",25,39.4537
"GOLD04",26,43.6683
"GOLD04",27,35.3161
"GOLD04",28,38.567
"GOLD04",29,33.6607
"GOLD04",30,25.7576
"GOLD04",31,48.38
"GOLD04",32,28.6426
"GOLD04",33,51.6308
"GOLD04",34,57.438
"GOLD04",35,34.9791
"GOLD04",36,35.4098
"GOLD04",37,69.6312
"GOLD04",38,44.5282
"GOLD04",39,34.8097
"GOLD04",40,40.0159
"GOLD04",41,37.7046
"GOLD04",42,46.4389
"GOLD04",43,63.8456
"GOLD04",44,30.0099
"GOLD04",45,32.6473
"GOLD04",46,35.2422
"GOLD04",47,23.0758
"GOLD04",48,23.4645
"GOLD04",49,26.706
"GOLD04",50,43.6045
"GOLD04",51,21.9826
"GOLD04",52,37.3336
"GOLD04",53,26.2043
"GOLD04",54,39.8816
"GOLD04",55,40.8004
"GOLD04",56,49.4263
"GOLD04",57,44.6336
"GOLD04",58,43.924
"GOLD04",59,57.8091
"GOLD04",60,73.377
"GOLD04",61,43.9452
"GOLD04",62,49.8196
"GOLD04",63,27.7102
"GOLD04",64,36.3248
"GOLD04",65,65.4321
"GOLD04",66,37.849
"GOLD04",67,25.4999
"GOLD04",68,74.4084
"GOLD04",69,70.8812
"GOLD04",70,46.4117
"GOLD04",71,24.8551
"GOLD04",72,48.2364
"GOLD04",73,34.5026
"GOLD04",74,49.7022
"GOLD04",75,70.1692
"GOLD04",76,31.2508
"GOLD04",77,49.4242
"GOLD04",78,59.8195
"GOLD04",79,38.2555
"GOLD04",80,22.5408
"GOLD04",81,32.7828
"GOLD04",82,51.5854
"GOLD04",83,47.9369
"GOLD04",84,95.1806
"GOLD04",85,21.6427
"GOLD04",86,34.1727
"GOLD04",87,32.3434
"GOLD04",88,38.373
"GOLD04",89,40.7564
"GOLD04",90,44.8034
"GOLD04",91,66.3022
"GOLD04",92,33.5802
"GOLD04",93,53.8487
"GOLD04",94,46.9834
"GOLD04",95,30.3976
"GOLD04",96,37.795
"GOLD04",97,57.9148
"GOLD04",98,54.212
"GOLD04",99,34.0561
"GOLD04",100,94.4107
"GOLD04",101,36.3608
"GOLD04",102,27.7574
"GOLD04",103,21.7203
"GOLD04",104,34.7863
"GOLD04",105,54.8653
"GOLD04",106,52.135
"GOLD04",107,35.8845
"GOLD04",108,46.8457
"GOLD04",109,43.3871
"GOLD04",110,41.2236
"GOLD04",111,57.7306
"GOLD04",112,35.3353
"GOLD04",113,33.8501
"GOLD04",114,43.2215
"GOLD04",115,34.4615
"GOLD04",116,43.2269
"GOLD04",117,32.1834
"GOLD04",118,49.256
"GOLD04",119,21.3691
"GOLD04",120,43.8771
"GOLD04",121,58.1552
"GOLD04",122,39.2326
"GOLD04",123,39.2678
"GOLD04",124,26.4112
"GOLD04",125,36.5585
"GOLD04",126,49.0327
"GOLD04",127,71.9017
"GOLD04",128,39.6799
"GOLD04",129,23.5392
"GOLD04",130,43.5426
"GOLD04",131,27.5433
"GOLD04",132,29.3103
"GOLD04",133,29.2699
"GOLD04",134,32.7713
"GOLD04",135,33.2199
"GOLD04",136,52.7099
"GOLD04",137,38.2157
"GOLD04",138,38.5902
"GOLD04",139,42.362
"GOLD04",140,34.6156
"GOLD04",141,50.2283
"GOLD04",142,27.6823
"GOLD04",143,69.0716
"GOLD04",144,29.1534
"GOLD04",145,40.8957
"GOLD04",146,29.5664
"GOLD04",147,43.4965
"GOLD04",148,37.6719
"GOLD04",149,49.7293
"GOLD04",150,60.7909
"GOLD04",151,28.5975
"GOLD04",152,40.5186
"GOLD04",153,47.5047
"GOLD04",154,30.3279
"GOLD04",155,24.7119
"GOLD04",156,39.3992
"GOLD04",157,44.7958
"GOLD04",158,44.1885
"GOLD04",159,38.9686
"GOLD04",160,29.9114
"GOLD04",161,37.4959
"GOLD04",162,28.2566
"GOLD04",163,46.5953
"GOLD04",164,58.0671
"GOLD04",165,41.4098
"GOLD04",166,47.1087
"GOLD04",167,33.056
"GOLD04",168,43.6716
"GOLD04",169,40.1544
"GOLD04",170,33.3079
"GOLD04",171,39.7949
"GOLD04",172,42.4328
"GOLD04",173,29.6003
"GOLD04",174,61.3502
"GOLD04",175,39.5647
"GOLD04",176,34.6651
"GOLD04",177,74.0091
"GOLD04",178,63.9229
"GOLD04",179,33.9125
"GOLD04",180,31.3935
"GOLD04",181,33.7446
"GOLD04",182,61.4524
"GOLD04",183,43.8445
"GOLD04",184,48.705
"GOLD04",185,43.4732
"GOLD04",186,30.8572
"GOLD04",187,26.8367
"GOLD04",188,39.0506
"GOLD04",189,53.6117
"GOLD04",190,41.9232
"GOLD04",191,45.5404
"GOLD04",192,27.5267
"GOLD04",193,25.7575
"GOLD04",194,45.0892
"GOLD04",195,65.6754
"GOLD04",196,46.7237
"GOLD04",197,30.577
"GOLD04",198,94.2852
"GOLD04",199,40.0972
"GOLD04",200,53.9703
"GOLD05",1,38.4553
"GOLD05",2,53.3607
"GOLD05",3,22.0182
"GOLD05",4,84.212
"GOLD05",5,30.1508
"GOLD05",6,46.2471
"GOLD05",7,35.8847
"GOLD05",8,50.2543
"GOLD05",9,37.7671
"GOLD05",10,41.9486
"GOLD05",11,49.8749
"GOLD05",12,57.7221
"GOLD05",13,36.636
"GOLD05",14,62.4482
"GOLD05",15,22.9928
"GOLD05",16,47.9802
"GOLD05",17,30.1601
"GOLD05",18,30.7932
"GOLD05",19,27.5957
"GOLD05",20,21.701
"GOLD05",21,30.7732
"GOLD05",22,46.9558
"GOLD05",23,34.7025
"GOLD05",24,29.7576
"GOLD05",25,33.3592
"GOLD05",26,51.7242
"GOLD05",27,28.5502
"GOLD05",28,58.1185
"GOLD05",29,35.3319
"GOLD05",30,34.0014
"GOLD05",31,25.2743
"GOLD05",32,35.4282
"GOLD05",33,42.6248
"GOLD05",34,57.6154
"GOLD05",35,30.3608
"GOLD05",36,62.1769
"GOLD05",37,30.5154
"GOLD05",38,69.9018
"GOLD05",39,50.5251
"GOLD05",40,38.6004
"GOLD05",41,52.2142
"GOLD05",42,30.5597
"GOLD05",43,35.6179
"GOLD05",44,45.5939
"GOLD05",45,35.6297
"GOLD05",46,27.6933
"GOLD05",47,48.9016
"GOLD05",48,37.2271
"GOLD05",49,42.2618
"GOLD05",50,42.7037
"GOLD05",51,33.8549
"GOLD05",52,31.039
"GOLD05",53,27.4276
"GOLD05",54,39.0257
"GOLD05",55,58.0183
"GOLD05",56,31.2776
"GOLD05",57,45.9205
"GOLD05",58,29.9583
"GOLD05",59,61.0295
"GOLD05",60,30.7537
"GOLD05",61,44.3589
"GOLD05",62,22.3861
"GOLD05",63,36.031
"GOLD05",64,38.795
"GOLD05",65,43.7852
"GOLD05",66,64.5749
"GOLD05",67,44.84
"GOLD05",68,40.1934
"GOLD05",69,55.8278
"GOLD05",70,21.4795
"GOLD05",71,66.3295
"GOLD05",72,48.7259
"GOLD05",73,42.802
"GOLD05",74,53.9882
"GOLD05",75,42.5866
"GOLD05",76,34.754
"GOLD05",77,35.6238
"GOLD05",78,33.6951
"GOLD05",79,32.4934
"GOLD05",80,34.6015
"GOLD05",81,40.2732
"GOLD05",82,40.5103
"GOLD05",83,30.5016
"GOLD05",84,39.3331
"GOLD05",85,35.6136
"GOLD05",86,40.2623
"GOLD05",87,41.1314
"GOLD05",88,38.9579
"GOLD05",89,46.6917
"GOLD05",90,38.9026
"GOLD05",91,40.9175
"GOLD05",92,47.2026
"GOLD05",93,37.7898
"GOLD05",94,26.7924
"GOLD05",95,52.0052
"GOLD05",96,43.4743
"GOLD05",97,66.9869
"GOLD05",98,52.4634
"GOLD05",99,69.6439
"GOLD05",100,42.4438
"GOLD05",101,45.9365
"GOLD05",102,42.7426
"GOLD05",103,37.6261
"GOLD05",104,43.7284
"GOLD05",105,66.0666
"GOLD05",106,28.6607
"GOLD05",107,38.9078
"GOLD05",108,54.4635
"GOLD05",109,71.913
"GOLD05",110,37.5807
"GOLD05",111,36.1307
"GOLD05",112,22.7547
"GOLD05",113,50.5543
"GOLD05",114,37.7497
"GOLD05",115,22.9285
"GOLD05",116,43.6663
"GOLD05",117,33.504
"GOLD05",118,32.3726
"GOLD05",119,41.724
"GOLD05",120,31.3548
"GOLD05",121,59.4356
"GOLD05",122,39.1549
"GOLD05",123,32.1656
"GOLD05",124,36.78
"GOLD05",125,29.1014
"GOLD05",126,26.69
"GOLD05",127,57.714
"GOLD05",128,20.236
"GOLD05",129,35.9924
"GOLD05",130,47.7116
"GOLD05",131,33.0952
"GOLD05",132,30.5427
"GOLD05",133,48.7249
"GOLD05",134,164.4923
"GOLD05",135,74.248
"GOLD05",136,38.5233
"GOLD05",137,62.9507
"GOLD05",138,43.6123
"GOLD05",139,35.7746
"GOLD05",140,54.8989
"GOLD05",141,41.9774
"GOLD05",142,21.9758
"GOLD05",143,50.3199
"GOLD05",144,37.6785
"GOLD05",145,51.4538
"GOLD05",146,22.8597
"GOLD05",147,29.8678
"GOLD05",148,28.0909
"GOLD05",149,33.8966
"GOLD05",150,54.2961
"GOLD05",151,58.5229
"GOLD05",152,39.9735
"GOLD05",153,52.2317
"GOLD05",154,46.396
"GOLD05",155,41.1492
"GOLD05",156,52.7521
"GOLD05",157,48.0201
"GOLD05",158,54.7143
"GOLD05",159,31.8584
"GOLD05",160,27.9369
"GOLD05",161,31.9961
"GOLD05",162,38.5858
"GOLD05",163,24.6891
"GOLD05",164,34.6003
"GOLD05",165,49.7296
"GOLD05",166,46.5455
"GOLD05",167,32.5224
"GOLD05",168,49.0559
"GOLD05",169,57.7111
"GOLD05",170,51.9671
"GOLD05",171,53.7475
"GOLD05",172,35.6323
"GOLD05",173,34.8989
"GOLD05",174,41.124
"GOLD05",175,40.7345
"GOLD05",176,43.6681
"GOLD05",177,83.4497
"GOLD05",178,53.1174
"GOLD05",179,45.7155
"GOLD05",180,35.543
"GOLD05",181,27.2145
"GOLD05",182,36.1534
"GOLD05",183,40.7338
"GOLD05",184,24.3049
"GOLD05",185,39.2285
"GOLD05",186,38.2748
"GOLD05",187,88.1932
"GOLD05",188,54.0682
"GOLD05",189,36.6126
"GOLD05",190,33.834
"GOLD05",191,25.5037
"GOLD05",192,36.2487
"GOLD05",193,46.0015
"GOLD05",194,91.1627
"GOLD05",195,88.3557
"GOLD05",196,50.4854
"GOLD05",197,23.711
"GOLD05",198,36.7719
"GOLD05",199,38.3434
"GOLD05",200,61.7395
"GOLD06",1,47.5013
"GOLD06",2,49.9869
"GOLD06",3,39.6001
"GOLD06",4,40.7872
"GOLD06",5,26.7788
